"FOLIO","VIV_SEL","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"00001","01","01","05","00","2","","1","1","02","1","","1","3","003","0000001",1841
"00002","02","02","03","01","2","","1","1","04","1","","1","3","003","0000001",1841
"00003","03","02","03","01","2","","2","","07","1","","1","3","003","0000001",1841
"00004","04","03","05","02","1","1","1","1","04","1","","1","3","003","0000001",1841
"00005","05","03","05","01","1","1","1","1","08","1","","1","3","003","0000001",1841
"00006","01","03","04","01","1","1","1","1","06","1","","1","3","004","0000002",1273
"00007","02","01","03","01","2","","2","","01","1","","1","3","004","0000002",1273
"00008","04","01","06","01","2","","1","1","02","1","","1","3","004","0000002",1273
"00009","05","01","03","02","1","1","1","1","02","1","","1","3","004","0000002",1273
"00010","01","04","12","02","1","2","1","1","04","1","","1","3","004","0000003",733
"00011","02","04","08","02","1","1","1","1","04","1","","1","3","004","0000003",733
"00012","03","03","04","01","1","1","1","1","04","1","","1","3","004","0000003",733
"00013","04","03","06","04","2","","2","","02","1","","1","3","004","0000003",733
"00014","05","02","05","01","1","1","1","1","03","1","","1","3","004","0000003",733
"00015","01","03","04","02","1","1","1","1","05","1","","1","3","004","0000004",1256
"00016","02","03","05","01","1","1","1","1","03","1","","1","3","004","0000004",1256
"00017","03","03","04","01","1","1","1","1","03","1","","1","3","004","0000004",1256
"00018","04","03","05","01","2","","1","1","03","1","","1","3","004","0000004",1256
"00019","01","01","05","02","2","","2","","01","1","","1","3","004","0000005",1357
"00020","02","02","04","02","1","2","1","1","02","1","","1","3","004","0000005",1357
"00021","03","02","05","02","1","1","1","1","03","1","","1","3","004","0000005",1357
"00022","04","02","06","02","2","","1","1","02","1","","1","3","004","0000005",1357
"00023","05","02","04","02","1","1","1","1","03","1","","1","3","004","0000005",1357
"00024","01","02","08","04","1","1","1","1","02","2","02","1","3","005","0000006",1377
"00025","02","01","05","03","1","2","1","1","02","1","","1","3","005","0000006",1377
"00026","03","03","06","03","1","1","1","1","02","1","","1","3","005","0000006",1377
"00027","05","03","08","04","1","3","1","1","05","1","","1","3","005","0000006",1377
"00028","01","02","04","02","2","","1","1","02","1","","1","3","004","0000007",1124
"00029","02","02","03","01","1","1","2","","05","1","","1","3","004","0000007",1124
"00030","03","02","04","01","1","1","1","1","03","1","","1","3","004","0000007",1124
"00031","04","02","03","01","1","1","1","1","02","1","","1","3","004","0000007",1124
"00032","05","03","05","01","2","","1","1","06","1","","1","3","004","0000007",1124
"00033","01","01","04","01","2","","2","","01","1","","1","3","004","0000008",1398
"00034","02","03","07","01","1","1","1","1","04","1","","1","3","004","0000008",1398
"00035","04","02","05","02","1","1","1","1","05","1","","1","3","004","0000008",1398
"00036","05","04","06","02","1","2","1","1","04","1","","1","3","004","0000008",1398
"00037","01","02","04","01","1","1","1","1","04","1","","1","3","004","0000009",1318
"00038","02","03","04","02","2","","1","1","05","1","","1","3","004","0000009",1318
"00039","03","01","04","01","2","","1","1","01","1","","1","3","004","0000009",1318
"00040","01","03","04","01","1","1","2","","02","1","","1","3","004","0000010",1348
"00041","02","01","03","01","1","1","1","1","02","1","","1","3","004","0000010",1348
"00042","03","02","03","01","2","","2","","03","1","","1","3","004","0000010",1348
"00043","04","03","04","01","2","","1","1","03","1","","1","3","004","0000010",1348
"00044","05","02","04","01","2","","2","","04","1","","1","3","004","0000010",1348
"00045","01","01","02","01","1","1","2","","02","1","","1","3","004","0000011",1253
"00046","03","03","06","01","2","","1","1","06","1","","1","3","004","0000011",1253
"00047","01","03","06","02","1","2","1","1","05","1","","1","3","005","0000012",1753
"00048","02","02","04","02","1","1","1","1","02","1","","1","3","005","0000012",1753
"00049","03","03","06","03","1","2","1","1","04","1","","1","3","005","0000012",1753
"00050","04","03","04","01","1","1","1","1","04","1","","1","3","005","0000012",1753
"00051","05","03","08","02","1","2","1","1","03","1","","1","3","005","0000012",1753
"00052","01","01","04","01","2","","2","","02","1","","1","3","004","0000013",1307
"00053","02","02","03","01","2","","2","","04","1","","1","3","004","0000013",1307
"00054","03","03","04","01","1","2","1","1","03","1","","1","3","004","0000013",1307
"00055","04","02","03","01","1","1","2","","04","1","","1","3","004","0000013",1307
"00056","05","02","03","01","2","","1","1","04","1","","1","3","004","0000013",1307
"00057","01","02","03","01","1","1","1","1","04","1","","1","3","004","0000014",1202
"00058","02","02","04","02","1","1","1","1","01","1","","1","3","004","0000014",1202
"00059","03","03","05","01","1","2","1","1","03","1","","1","3","004","0000014",1202
"00060","05","03","05","02","2","","1","1","03","1","","1","3","004","0000014",1202
"00061","01","01","03","01","2","","2","","02","1","","1","3","003","0000015",1647
"00062","02","01","04","01","2","","1","1","01","1","","1","3","003","0000015",1647
"00063","03","03","04","01","1","1","1","1","06","1","","1","3","003","0000015",1647
"00064","04","02","04","01","1","1","1","1","03","1","","1","3","003","0000015",1647
"00065","05","03","05","01","2","","1","1","03","1","","1","3","003","0000015",1647
"00066","01","04","06","02","1","1","1","1","01","1","","1","3","004","0000016",1386
"00067","03","03","04","01","1","1","1","1","05","1","","1","3","004","0000016",1386
"00068","04","02","04","01","1","1","1","1","03","1","","1","3","004","0000016",1386
"00069","05","06","07","01","1","1","2","","01","1","","1","3","004","0000016",1386
"00070","01","02","03","02","2","","1","1","03","1","","1","3","003","0000017",1625
"00071","03","01","02","01","2","","1","1","04","1","","1","3","003","0000017",1625
"00072","04","03","04","01","2","","1","1","06","1","","1","3","003","0000017",1625
"00073","05","02","04","02","1","4","1","1","02","1","","1","3","003","0000017",1625
"00074","01","01","06","02","1","1","1","1","02","1","","1","3","004","0000018",1240
"00075","02","02","03","01","2","","2","","07","1","","1","3","004","0000018",1240
"00076","03","02","03","01","2","","2","","05","1","","1","3","004","0000018",1240
"00077","04","03","04","01","1","1","2","","05","1","","1","3","004","0000018",1240
"00078","05","03","04","01","2","","2","","02","1","","1","3","004","0000018",1240
"00079","01","03","05","02","1","1","1","1","04","1","","1","3","004","0000019",1280
"00080","02","02","04","01","1","1","2","","01","1","","1","3","004","0000019",1280
"00081","03","02","04","01","1","1","1","1","03","1","","1","3","004","0000019",1280
"00082","04","03","05","02","1","1","1","1","03","1","","1","3","004","0000019",1280
"00083","01","01","01","01","1","1","2","","04","1","","1","3","004","0000020",1316
"00084","02","01","03","01","1","1","1","2","01","1","","1","3","004","0000020",1316
"00085","03","02","03","01","2","","1","2","04","1","","1","3","004","0000020",1316
"00086","04","02","04","01","2","","1","1","03","1","","1","3","004","0000020",1316
"00087","05","02","03","01","1","1","1","1","03","1","","1","3","004","0000020",1316
"00088","01","03","05","01","1","1","2","","11","1","","1","3","003","0000021",1894
"00089","02","02","04","01","1","1","2","","04","1","","1","3","003","0000021",1894
"00090","03","02","04","01","2","","1","1","03","1","","1","3","003","0000021",1894
"00091","04","02","03","02","2","","1","1","04","1","","1","3","003","0000021",1894
"00092","05","01","03","01","1","1","1","1","02","1","","1","3","003","0000021",1894
"00093","01","01","06","03","1","1","1","1","02","1","","1","3","004","0000022",1454
"00094","02","02","04","02","1","2","1","1","03","1","","1","3","004","0000022",1454
"00095","03","03","04","02","1","2","1","1","04","1","","1","3","004","0000022",1454
"00096","02","02","03","01","1","1","2","","04","1","","1","3","004","0000023",1387
"00097","03","03","04","02","1","1","1","1","05","1","","1","3","004","0000023",1387
"00098","04","01","03","01","1","2","1","1","04","1","","1","3","004","0000023",1387
"00099","05","01","04","01","2","","1","1","02","1","","1","3","004","0000023",1387
"00100","02","03","04","02","2","","1","1","03","1","","1","3","004","0000024",1360
"00101","03","02","03","01","1","1","1","1","05","1","","1","3","004","0000024",1360
"00102","04","03","04","01","2","","1","1","04","1","","1","3","004","0000024",1360
"00103","05","02","04","01","2","","1","1","02","1","","1","3","004","0000024",1360
"00104","01","01","03","01","1","1","1","1","02","1","","1","3","004","0000025",1406
"00105","02","01","03","01","2","","1","1","02","1","","1","3","004","0000025",1406
"00106","04","02","03","01","2","","1","1","05","1","","1","3","004","0000025",1406
"00107","05","03","04","03","1","1","1","1","05","1","","1","3","004","0000025",1406
"00108","01","01","02","01","2","","2","","01","1","","1","3","003","0000026",1896
"00109","02","02","03","01","1","1","1","1","04","1","","1","3","003","0000026",1896
"00110","03","02","04","01","1","2","1","1","03","1","","1","3","003","0000026",1896
"00111","04","02","03","01","2","","1","1","02","1","","1","3","003","0000026",1896
"00112","05","02","03","01","1","1","1","1","03","1","","1","3","003","0000026",1896
"00113","01","02","04","01","1","1","1","1","04","1","","1","3","003","0000027",1600
"00114","02","02","04","01","1","1","1","1","04","1","","1","3","003","0000027",1600
"00115","03","01","02","01","2","","2","","03","1","","1","3","003","0000027",1600
"00116","04","01","03","01","2","","2","","02","1","","1","3","003","0000027",1600
"00117","05","02","03","01","2","","2","","01","1","","1","3","003","0000027",1600
"00118","01","02","03","01","1","1","1","1","05","1","","1","3","004","0000028",1574
"00119","02","01","02","01","2","","1","2","01","1","","1","3","004","0000028",1574
"00120","04","02","05","01","1","1","1","1","03","1","","1","3","004","0000028",1574
"00121","05","03","04","01","1","1","2","","01","1","","1","3","004","0000028",1574
"00122","02","04","07","03","1","1","1","1","02","1","","1","3","005","0000029",1400
"00123","03","03","05","02","1","3","1","1","04","1","","1","3","005","0000029",1400
"00124","04","03","05","02","1","1","1","1","02","1","","1","3","005","0000029",1400
"00125","05","03","03","01","1","1","1","1","03","1","","1","3","005","0000029",1400
"00126","01","02","04","02","1","1","1","1","03","1","","1","3","005","0000030",1888
"00127","02","02","03","01","2","","1","1","03","1","","1","3","005","0000030",1888
"00128","04","03","04","02","1","2","1","1","04","1","","1","3","005","0000030",1888
"00129","01","02","04","01","1","1","1","1","03","1","","1","3","003","0000031",1975
"00130","02","03","04","01","1","1","1","1","05","1","","1","3","003","0000031",1975
"00131","03","04","06","02","1","1","1","1","06","1","","1","3","003","0000031",1975
"00132","04","03","04","01","1","1","2","","05","1","","1","3","003","0000031",1975
"00133","05","04","05","02","1","1","1","1","06","1","","1","3","003","0000031",1975
"00134","01","03","04","02","1","1","1","1","05","1","","1","3","003","0000032",1534
"00135","02","01","04","01","2","","2","","03","1","","1","3","003","0000032",1534
"00136","03","03","04","01","2","","1","1","08","1","","1","3","003","0000032",1534
"00137","04","01","02","01","1","1","1","2","02","1","","1","3","003","0000032",1534
"00138","05","02","03","02","1","1","1","1","04","1","","1","3","003","0000032",1534
"00139","01","02","03","01","2","","2","","02","1","","1","3","003","0000033",1429
"00140","02","01","05","02","1","1","1","1","01","1","","1","3","003","0000033",1429
"00141","03","04","06","03","1","1","1","1","05","1","","1","3","003","0000033",1429
"00142","04","03","04","02","1","1","1","1","04","1","","1","3","003","0000033",1429
"00143","05","02","03","01","1","1","1","1","05","1","","1","3","003","0000033",1429
"00144","01","02","03","01","1","3","1","1","04","1","","1","3","005","0000034",1603
"00145","02","02","04","01","1","1","2","","02","1","","1","3","005","0000034",1603
"00146","04","03","04","01","1","1","1","1","04","1","","1","3","005","0000034",1603
"00147","05","02","07","01","1","1","1","1","03","1","","1","3","005","0000034",1603
"00148","03","02","04","02","1","1","1","1","02","1","","1","3","005","0000035",1637
"00149","04","01","05","02","1","3","1","1","02","1","","1","3","005","0000035",1637
"00150","01","02","04","01","2","","2","","06","1","","1","3","003","0000036",1744
"00151","02","02","03","01","1","1","1","1","04","1","","1","3","003","0000036",1744
"00152","03","02","04","01","1","1","1","1","04","1","","1","3","003","0000036",1744
"00153","04","02","04","01","1","1","1","1","02","1","","1","3","003","0000036",1744
"00154","05","02","05","01","1","1","1","1","04","1","","1","3","003","0000036",1744
"00155","01","02","03","01","2","","2","","09","1","","1","3","003","0000037",1589
"00156","02","02","03","01","2","","1","1","03","1","","1","3","003","0000037",1589
"00157","03","01","03","01","2","","2","","01","1","","1","3","003","0000037",1589
"00158","04","02","03","01","1","1","2","","05","1","","1","3","003","0000037",1589
"00159","01","03","04","01","2","","1","2","04","1","","1","3","003","0000038",1602
"00160","02","03","07","01","1","1","1","1","05","1","","1","3","003","0000038",1602
"00161","03","02","03","01","2","","1","1","03","1","","1","3","003","0000038",1602
"00162","05","02","04","01","2","","1","1","04","1","","1","3","003","0000038",1602
"00163","01","02","03","01","1","1","2","","04","1","","1","3","005","0000039",1812
"00164","02","02","03","01","1","1","1","1","04","1","","1","3","005","0000039",1812
"00165","03","03","04","02","1","1","1","1","04","1","","1","3","005","0000039",1812
"00166","04","02","03","01","1","1","1","1","06","1","","1","3","005","0000039",1812
"00167","05","02","03","01","1","1","1","1","04","1","","1","3","005","0000039",1812
"00168","02","01","04","01","2","","1","1","02","1","","1","3","004","0000040",1315
"00169","03","03","04","01","2","","1","1","03","1","","1","3","004","0000040",1315
"00170","04","01","02","01","2","","1","1","03","1","","1","3","004","0000040",1315
"00171","05","03","04","01","1","1","1","1","04","1","","1","3","004","0000040",1315
"00172","01","01","05","01","2","","1","1","01","1","","1","3","003","0000041",1028
"00173","02","01","05","01","1","1","1","1","01","1","","1","3","003","0000041",1028
"00174","03","02","03","01","2","","1","2","02","1","","1","3","003","0000041",1028
"00175","04","01","03","01","2","","1","2","02","1","","1","3","003","0000041",1028
"00176","05","02","03","01","2","","1","1","04","1","","1","3","003","0000041",1028
"00177","01","02","04","01","1","1","1","1","05","1","","1","3","003","0000042",1058
"00178","02","01","04","01","1","2","1","1","02","1","","1","3","003","0000042",1058
"00179","03","02","03","01","2","","2","","01","1","","1","3","003","0000042",1058
"00180","04","02","03","01","2","","1","1","04","1","","1","3","003","0000042",1058
"00181","05","02","03","01","1","1","1","2","05","1","","1","3","003","0000042",1058
"00182","02","01","05","02","1","1","1","1","02","1","","1","3","005","0000043",1423
"00183","04","03","05","02","1","3","1","1","04","1","","1","3","005","0000043",1423
"00184","01","02","04","01","1","2","1","1","05","1","","1","3","005","0000044",1627
"00185","02","02","04","02","1","1","1","1","03","1","","1","3","005","0000044",1627
"00186","03","03","04","01","1","2","1","1","05","1","","1","3","005","0000044",1627
"00187","04","01","04","01","1","1","1","1","01","1","","1","3","005","0000044",1627
"00188","05","01","04","01","1","1","1","1","01","1","","1","3","005","0000044",1627
"00189","01","05","07","02","2","","1","1","12","2","02","2","3","006","0000045",885
"00190","02","02","02","01","1","1","2","","02","1","","2","3","006","0000045",885
"00191","03","02","03","01","2","","2","","08","1","","2","3","006","0000045",885
"00192","04","04","06","01","1","1","1","1","06","1","","2","3","006","0000045",885
"00193","05","01","02","01","2","","2","","03","1","","2","3","006","0000045",885
"00194","01","01","07","01","1","1","1","1","04","1","","2","3","006","0000046",968
"00195","02","02","03","01","2","","1","1","02","1","","2","3","006","0000046",968
"00196","03","02","03","01","2","","1","1","01","1","","2","3","006","0000046",968
"00197","05","02","03","01","1","1","2","","04","1","","2","3","006","0000046",968
"00198","01","03","05","01","1","1","1","1","01","1","","2","3","001","0000047",1209
"00199","02","03","04","02","2","","2","","09","1","","2","3","001","0000047",1209
"00200","03","01","04","01","2","","1","1","01","1","","2","3","001","0000047",1209
"00201","04","02","03","01","2","","2","","04","1","","2","3","001","0000047",1209
"00202","05","02","04","01","2","","2","","03","1","","2","3","001","0000047",1209
"00203","06","03","03","01","2","","2","","05","1","","2","3","001","0000047",1209
"00204","07","04","05","02","2","","2","","05","1","","2","3","001","0000047",1209
"00205","08","03","05","01","2","","1","1","06","1","","2","3","001","0000047",1209
"00206","09","01","06","03","1","2","2","","01","1","","2","3","001","0000047",1209
"00207","10","03","04","01","1","1","1","1","03","1","","2","3","001","0000047",1209
"00208","11","02","03","01","2","","2","","04","1","","2","3","001","0000047",1209
"00209","13","02","03","01","2","","2","","03","1","","2","3","001","0000047",1209
"00210","14","02","03","01","2","","2","","01","1","","2","3","001","0000047",1209
"00211","15","03","04","01","2","","2","","10","1","","2","3","001","0000047",1209
"00212","16","03","06","02","2","","1","1","02","1","","2","3","001","0000047",1209
"00213","17","02","04","01","2","","2","","01","1","","2","3","001","0000047",1209
"00214","18","03","04","01","2","","1","1","07","2","02","2","3","001","0000047",1209
"00215","19","01","02","01","2","","2","","02","1","","2","3","001","0000047",1209
"00216","20","03","05","01","1","1","2","","03","2","02","2","3","001","0000047",1209
"00217","01","03","04","01","1","1","1","1","07","1","","3","3","006","0000048",1108
"00218","02","02","03","01","2","","1","1","03","1","","3","3","006","0000048",1108
"00219","03","02","03","01","2","","2","","05","1","","3","3","006","0000048",1108
"00220","04","02","02","01","1","2","1","1","04","1","","3","3","006","0000048",1108
"00221","05","01","02","02","1","1","1","1","02","1","","3","3","006","0000048",1108
"00222","01","02","03","01","1","1","1","1","04","1","","3","3","001","0000049",1466
"00223","02","01","04","02","2","","2","","02","1","","3","3","001","0000049",1466
"00224","03","03","04","01","1","1","1","1","04","1","","3","3","001","0000049",1466
"00225","04","02","04","01","2","","2","","04","1","","3","3","001","0000049",1466
"00226","05","03","04","01","1","1","1","2","06","1","","3","3","001","0000049",1466
"00227","06","03","05","01","2","","1","1","05","1","","3","3","001","0000049",1466
"00228","07","01","03","01","2","","2","","01","1","","3","3","001","0000049",1466
"00229","08","01","02","01","1","1","1","1","03","1","","3","3","001","0000049",1466
"00230","09","03","04","02","1","1","1","1","04","1","","3","3","001","0000049",1466
"00231","10","02","04","02","2","","1","1","04","1","","3","3","001","0000049",1466
"00232","11","05","06","02","1","3","1","1","05","1","","3","3","001","0000049",1466
"00233","12","01","04","02","2","","2","","01","1","","3","3","001","0000049",1466
"00234","13","01","04","01","2","","2","","04","1","","3","3","001","0000049",1466
"00235","14","03","04","01","1","1","1","1","04","1","","3","3","001","0000049",1466
"00236","15","02","04","01","1","1","1","1","05","1","","3","3","001","0000049",1466
"00237","16","02","04","01","2","","2","","03","1","","3","3","001","0000049",1466
"00238","17","04","07","02","1","1","1","1","07","1","","3","3","001","0000049",1466
"00239","18","02","03","01","2","","2","","04","1","","3","3","001","0000049",1466
"00240","19","03","04","01","2","","2","","03","1","","3","3","001","0000049",1466
"00241","20","01","02","01","2","","2","","07","1","","3","3","001","0000049",1466
"00242","01","01","04","01","1","1","1","2","04","1","","4","3","002","0000050",777
"00243","02","03","05","02","1","1","1","1","03","1","","4","3","002","0000050",777
"00244","03","03","04","01","2","","1","1","03","1","","4","3","002","0000050",777
"00245","04","01","03","01","2","","1","2","04","1","","4","3","002","0000050",777
"00246","05","02","03","01","1","1","1","1","04","1","","4","3","002","0000050",777
"00247","06","02","03","01","1","2","1","1","04","1","","4","3","002","0000050",777
"00248","07","02","02","01","2","","2","","05","1","","4","3","002","0000050",777
"00249","08","02","04","01","1","1","1","1","04","1","","4","3","002","0000050",777
"00250","09","02","03","01","1","1","2","","05","1","","4","3","002","0000050",777
"00251","10","02","03","01","1","1","1","1","04","1","","4","3","002","0000050",777
"00252","11","02","04","02","1","1","2","","06","1","","4","3","002","0000050",777
"00253","12","03","05","01","1","1","2","","03","1","","4","3","002","0000050",777
"00254","13","03","04","01","2","","1","1","06","1","","4","3","002","0000050",777
"00255","14","03","04","01","1","1","1","1","06","1","","4","3","002","0000050",777
"00256","15","02","06","02","2","","1","1","04","1","","4","3","002","0000050",777
"00257","16","02","04","01","2","","2","","03","1","","4","3","002","0000050",777
"00258","18","02","04","01","2","","2","","02","1","","4","3","002","0000050",777
"00259","19","03","04","00","2","","2","","04","1","","4","3","002","0000050",777
"00260","20","02","04","02","2","","1","1","01","1","","4","3","002","0000050",777
"00261","01","01","04","01","1","2","1","1","03","1","","4","3","002","0000051",1070
"00262","02","02","05","02","1","3","2","","03","1","","4","3","002","0000051",1070
"00263","03","02","04","01","1","2","1","1","02","1","","4","3","002","0000051",1070
"00264","04","02","05","01","1","2","1","1","05","1","","4","3","002","0000051",1070
"00265","05","01","04","01","1","1","1","1","04","1","","4","3","002","0000051",1070
"00266","06","01","04","01","1","1","1","1","03","1","","4","3","002","0000051",1070
"00267","07","02","06","03","1","1","1","1","03","1","","4","3","002","0000051",1070
"00268","08","02","04","02","1","2","1","1","03","1","","4","3","002","0000051",1070
"00269","10","03","05","02","1","2","1","1","04","1","","4","3","002","0000051",1070
"00270","11","02","04","02","1","1","1","1","02","1","","4","3","002","0000051",1070
"00271","12","02","04","01","1","1","1","1","02","1","","4","3","002","0000051",1070
"00272","13","03","04","02","1","2","1","1","06","1","","4","3","002","0000051",1070
"00273","14","01","04","02","1","1","1","1","02","1","","4","3","002","0000051",1070
"00274","16","01","04","02","1","2","1","1","02","1","","4","3","002","0000051",1070
"00275","17","03","04","01","2","","2","","03","1","","4","3","002","0000051",1070
"00276","18","02","04","01","1","1","1","1","02","1","","4","3","002","0000051",1070
"00277","19","01","03","01","1","1","1","1","01","1","","4","3","002","0000051",1070
"00278","20","01","04","02","1","1","1","1","02","1","","4","3","002","0000051",1070
"00279","01","02","03","01","1","1","1","2","05","1","","4","3","002","0000052",955
"00280","02","01","02","01","1","1","1","1","02","1","","4","3","002","0000052",955
"00281","03","03","06","01","1","1","1","2","03","1","","4","3","002","0000052",955
"00282","04","03","04","01","2","","2","","04","1","","4","3","002","0000052",955
"00283","05","03","06","01","2","","1","1","04","1","","4","3","002","0000052",955
"00284","06","03","06","02","1","2","1","1","04","1","","4","3","002","0000052",955
"00285","07","02","04","01","1","1","1","2","03","1","","4","3","002","0000052",955
"00286","08","02","03","01","2","","2","","02","1","","4","3","002","0000052",955
"00287","09","01","02","01","2","","1","1","03","1","","4","3","002","0000052",955
"00288","10","02","05","01","1","1","1","1","05","1","","4","3","002","0000052",955
"00289","11","02","03","01","2","","1","1","04","1","","4","3","002","0000052",955
"00290","12","03","05","01","1","1","1","1","07","1","","4","3","002","0000052",955
"00291","13","03","05","01","1","1","2","","05","1","","4","3","002","0000052",955
"00292","14","03","04","02","1","1","2","","02","1","","4","3","002","0000052",955
"00293","15","02","03","01","1","1","1","1","04","1","","4","3","002","0000052",955
"00294","16","04","05","02","1","1","1","1","11","2","02","4","3","002","0000052",955
"00295","17","03","04","01","2","","2","","04","1","","4","3","002","0000052",955
"00296","18","03","05","02","2","","1","1","05","1","","4","3","002","0000052",955
"00297","19","03","05","02","2","","1","1","04","1","","4","3","002","0000052",955
"00298","20","02","04","02","2","","1","1","03","1","","4","3","002","0000052",955
"00299","02","03","05","01","1","1","1","1","06","1","","4","3","002","0000053",826
"00300","03","01","03","01","1","1","1","1","01","1","","4","3","002","0000053",826
"00301","04","01","03","01","1","1","2","","04","1","","4","3","002","0000053",826
"00302","05","01","02","01","1","2","1","1","03","1","","4","3","002","0000053",826
"00303","07","02","04","01","2","","2","","02","1","","4","3","002","0000053",826
"00304","08","03","04","02","1","1","2","","04","1","","4","3","002","0000053",826
"00305","09","03","04","01","1","1","1","1","04","1","","4","3","002","0000053",826
"00306","10","03","04","01","1","1","1","1","04","1","","4","3","002","0000053",826
"00307","11","02","05","01","1","1","2","","03","1","","4","3","002","0000053",826
"00308","12","01","02","01","1","1","2","","01","1","","4","3","002","0000053",826
"00309","13","01","03","01","2","","2","","04","1","","4","3","002","0000053",826
"00310","14","02","03","01","1","1","1","1","03","1","","4","3","002","0000053",826
"00311","15","02","04","01","1","2","1","1","04","1","","4","3","002","0000053",826
"00312","16","03","04","05","1","3","1","1","06","1","","4","3","002","0000053",826
"00313","17","01","03","01","1","2","1","1","03","1","","4","3","002","0000053",826
"00314","18","02","03","02","2","","2","","04","1","","4","3","002","0000053",826
"00315","19","01","04","02","1","1","2","","01","1","","4","3","002","0000053",826
"00316","20","03","04","01","2","","1","1","03","1","","4","3","002","0000053",826
"00317","02","03","05","02","1","2","1","1","04","1","","1","1","011","0000054",1984
"00318","03","03","05","01","1","1","1","1","05","1","","1","1","011","0000054",1984
"00319","04","02","04","01","1","3","1","1","03","1","","1","1","011","0000054",1984
"00320","05","02","04","02","1","2","1","1","02","1","","1","1","011","0000054",1984
"00321","03","02","03","01","1","2","1","1","05","1","","1","1","012","0000055",2841
"00322","04","02","03","01","2","","2","","04","1","","1","1","012","0000055",2841
"00323","05","02","04","01","1","1","1","1","01","1","","1","1","012","0000055",2841
"00324","01","02","04","01","2","","2","","07","1","","1","1","011","0000056",2527
"00325","02","02","05","01","1","2","1","1","04","1","","1","1","011","0000056",2527
"00326","03","01","04","01","1","1","1","1","03","1","","1","1","011","0000056",2527
"00327","04","01","03","01","1","1","1","1","02","1","","1","1","011","0000056",2527
"00328","05","01","05","01","1","1","1","1","02","1","","1","1","011","0000056",2527
"00329","01","02","05","01","1","1","1","1","01","1","","1","1","011","0000057",2718
"00330","02","02","04","01","1","1","1","1","05","1","","1","1","011","0000057",2718
"00331","03","01","02","01","2","","1","1","01","1","","1","1","011","0000057",2718
"00332","04","02","03","01","1","1","2","","02","1","","1","1","011","0000057",2718
"00333","05","02","05","01","2","","1","1","02","1","","1","1","011","0000057",2718
"00334","01","02","02","01","2","","2","","02","1","","1","1","010","0000058",2725
"00335","02","01","02","01","1","1","1","1","02","1","","1","1","010","0000058",2725
"00336","03","02","04","01","1","1","1","1","03","1","","1","1","010","0000058",2725
"00337","04","01","01","01","1","1","1","1","05","1","","1","1","010","0000058",2725
"00338","05","02","04","01","1","2","1","1","03","1","","1","1","010","0000058",2725
"00339","01","02","03","01","1","1","1","1","04","1","","1","1","010","0000059",2935
"00340","02","02","05","01","1","1","1","1","04","1","","1","1","010","0000059",2935
"00341","03","01","04","00","2","","2","","02","1","","1","1","010","0000059",2935
"00342","04","02","04","01","1","2","1","1","04","1","","1","1","010","0000059",2935
"00343","05","02","04","01","1","1","1","1","02","1","","1","1","010","0000059",2935
"00344","01","02","02","01","2","","2","","03","1","","1","1","011","0000060",2890
"00345","02","01","01","01","1","2","1","1","02","1","","1","1","011","0000060",2890
"00346","03","02","02","01","2","","2","","01","1","","1","1","011","0000060",2890
"00347","04","02","04","02","2","","1","1","02","1","","1","1","011","0000060",2890
"00348","05","02","02","01","2","","1","1","03","1","","1","1","011","0000060",2890
"00349","01","02","03","01","2","","1","1","03","1","","1","1","012","0000061",2750
"00350","02","02","03","01","2","","1","1","05","1","","1","1","012","0000061",2750
"00351","03","03","04","01","1","1","1","1","04","1","","1","1","012","0000061",2750
"00352","04","02","04","01","2","","1","1","05","1","","1","1","012","0000061",2750
"00353","05","02","05","01","1","1","1","1","02","1","","1","1","012","0000061",2750
"00354","01","03","05","03","1","2","1","1","04","1","","1","1","011","0000062",2400
"00355","02","03","06","03","1","3","2","","03","1","","1","1","011","0000062",2400
"00356","03","03","06","02","1","3","1","1","07","1","","1","1","011","0000062",2400
"00357","04","02","03","01","2","","2","","01","1","","1","1","011","0000062",2400
"00358","05","03","06","02","1","2","1","1","03","1","","1","1","011","0000062",2400
"00359","01","01","03","01","1","1","2","","02","1","","1","1","010","0000063",2586
"00360","02","02","04","01","2","","1","1","05","1","","1","1","010","0000063",2586
"00361","03","01","04","01","1","2","1","1","07","1","","1","1","010","0000063",2586
"00362","04","02","03","01","1","1","1","1","06","1","","1","1","010","0000063",2586
"00363","05","02","04","01","1","1","1","1","03","1","","1","1","010","0000063",2586
"00364","01","01","02","01","1","1","1","1","01","1","","1","1","011","0000064",3058
"00365","02","01","03","01","1","1","2","","05","1","","1","1","011","0000064",3058
"00366","03","02","03","01","1","2","1","1","04","1","","1","1","011","0000064",3058
"00367","04","01","03","01","2","","2","","01","1","","1","1","011","0000064",3058
"00368","05","02","03","01","1","1","1","1","03","1","","1","1","011","0000064",3058
"00369","01","02","04","03","1","1","1","2","02","1","","1","1","011","0000065",3005
"00370","02","01","02","01","1","1","1","1","02","1","","1","1","011","0000065",3005
"00371","03","03","05","01","1","2","1","1","04","1","","1","1","011","0000065",3005
"00372","04","01","02","01","2","","1","1","02","1","","1","1","011","0000065",3005
"00373","05","02","04","02","1","2","1","1","03","1","","1","1","011","0000065",3005
